



0.831629,-2.543954,56.190000,0.832087,-2.493362,56.190000,0.832698,-2.442480,56.020000,0.833155,-2.391018,56.040000,0.833613,-2.339412,56.040000,0.834224,-2.287370,56.040000,0.834681,-2.234893,56.040000,0.835292,-2.181982,56.030000,0.835749,-2.128781,55.970000,
0.852687,-0.298044,58.790000,
0.853145,-0.238609,58.750000,0.853755,-0.179029,58.750000,0.854213,-0.119304,58.750000,0.854671,-0.059725,58.750000,0.855281,0.000000,58.530000,0.855739,0.059580,58.470000,0.856349,0.119160,58.430000,0.856807,0.178884,58.400000,0.857418,0.238464,58.350000,
0.872066,1.857990,61.200000,0.872677,1.912786,61.170000,0.873135,1.967292,61.150000,0.873745,2.021508,61.100000,0.874203,2.075289,60.990000,0.874813,2.128636,60.950000,0.875271,2.181837,60.870000,0.875729,2.234748,60.870000,0.876339,2.287225,60.830000,
0.890072,3.501434,63.910000,0.890530,3.541444,63.910000,0.890988,3.580874,63.870000,0.891598,3.619724,63.910000,0.892056,3.657994,63.870000,
0.892666,3.695830,63.870000,0.893124,3.732940,63.810000,0.893735,3.769616,63.790000,0.894192,3.805567,63.790000,0.894803,3.840938,63.760000,0.895260,3.875584,63.680000,0.895718,3.909795,63.660000,0.896329,3.943281,63.670000,0.896786,3.976188,63.600000,0.897397,4.008515,63.600000,0.897855,4.040262,63.550000,


0.944243,4.040262,63.550000,0.944700,4.008515,63.550000,
0.945311,3.976188,63.590000,0.945769,3.943281,63.590000,0.946379,3.909795,63.690000,0.946837,3.875584,63.660000,0.947295,3.840938,63.670000,0.947905,3.805567,63.690000,0.948363,3.769616,63.800000,0.948973,3.732940,63.820000,0.949431,3.695830,63.820000,0.950041,3.657994,63.820000,0.950499,3.619724,63.890000,0.951109,3.580874,64.050000,0.951567,3.541444,64.050000,0.952178,3.501434,64.050000,
0.965758,2.287225,61.040000,0.966369,2.234748,60.910000,0.966826,2.181837,61.040000,0.967437,2.128636,61.040000,0.967894,2.075289,61.040000,0.968352,2.021508,61.050000,0.968963,1.967292,61.090000,0.969420,1.912786,61.100000,0.970031,1.857990,61.380000,0.970489,1.802904,61.380000,

0.985748,0.119160,58.530000,0.986358,0.059580,58.570000,0.986816,0.000000,58.570000,0.987426,-0.059725,58.770000,0.987884,-0.119304,58.770000,0.988495,-0.179029,58.870000,0.988952,-0.238609,58.920000,0.989410,-0.298044,58.920000,
1.006806,-2.181982,56.000000,1.007416,-2.234893,55.990000,
1.012146,-2.693266,56.360000,





1.096835,-2.339412,55.950000,1.097293,-2.287370,55.950000,1.097903,-2.234893,55.960000,1.098361,-2.181982,55.960000,1.098972,-2.128781,55.870000,
1.115757,-0.298044,58.950000,
1.116367,-0.238609,58.850000,1.116825,-0.179029,58.770000,1.117435,-0.119304,58.670000,1.117893,-0.059725,58.640000,1.118351,0.000000,58.640000,1.118961,0.059580,58.490000,1.119419,0.119160,58.440000,1.120029,0.178884,58.400000,1.120487,0.238464,58.400000,1.121097,0.297899,58.580000,
1.134678,1.802904,61.240000,1.135289,1.857990,61.240000,1.135746,1.912786,61.230000,1.136357,1.967292,61.200000,1.136814,2.021508,61.120000,1.137425,2.075289,61.000000,1.137883,2.128636,61.000000,1.138493,2.181837,60.980000,1.138951,2.234748,60.950000,1.139409,2.287225,60.950000,
1.152074,3.419675,64.040000,1.152684,3.460845,63.950000,1.153142,3.501434,63.950000,1.153752,3.541444,63.890000,1.154210,3.580874,63.780000,1.154668,3.619724,63.780000,1.155278,3.657994,63.780000,
